hpo_id,name,definition,synonyms,ref,related_diseases,related_genes
HP:5000039,Anti-Zic4 antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against Zic family member 4 (ZIC4).,,,,
HP:5000042,Anti-Sj/ITPR1 antibody,"The presence of autoantibodies (immunoglobulins) in the blood circulation that react against Sj/inositol 1,4,5-trisphosphate receptor.","Anti-Sj/inositol 1,4,5-trisphosphate receptor antibody",,,
HP:5000043,Anti-D2 R antibody,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against dopamine-2 receptor.,Anti-dopamine-2 receptors (D2R) antibody,,,
HP:5000044,Anti-GluK2 antibody,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against glutamate kainate receptor subunit 2 (GluK2).,Anti-glutamate kainate receptor subunit 2 antibody,,,
HP:5000046,Anti-Lrp4 antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against low-density lipoprotein receptor (Lrp4).,Anti-low-density lipoprotein receptor-related protein 4 antibody,,ORPHA:589,
HP:5000047,Anti-ryanodine receptor antibody,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against ryanodine receptor.,Anti-RyR antibody,,ORPHA:589,
HP:5000048,Anti-Kv1.4 antibody,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against the voltage-gated potassium channel Kv1.4.,,,ORPHA:589,
HP:6000186,Anti-soluble liver antigen/liver pancreas antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against soluble liver antigen.,Anti-SLA/LP,,,
HP:6000187,Anti-thrombospondin type I domain-containing 7A antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against thrombospondin type I domain-containing 7A.,Anti-THSD7A antibody|Anti-THSD7A antibody present in blood,,,
HP:6000188,Antisperm antibody positivity,The presence of autoantibodies (immunoglobulins) in the serum that react against sperm antigens.,,,,
HP:6000193,Anti-osteoprotegerin antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against osteoprotegerin.,Anti-OPG antibody positivity,,,
HP:6000343,Antiparietal cell antibody positivity,The presence of autoantibodies (immunoglobulins) in the serum that react against parietal cell antigens.,,,OMIM:240300,NCBIGene:326:AIRE
HP:6000344,Anti-intrinsic factor antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against intrinsic factor.,,,,
HP:6000347,Anti-NR2A antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against the N-Methyl-D-aspartate (NMDA) receptor NR2A subunit.,,,,
HP:6000351,Anti-coagulation factor antibody positivity,The presence of an antibody in the blood circulation that is directed against a coagulation factor.,,,,
HP:6000380,Anti-perilipin-1 antibody positivity,The presence of autoantibodies in the serum that react against perilipin-1 (PLIN1).,,,,
HP:6000386,Positive cold agglutinin test,"Cold agglutinin are erythrocyte antibodies which possess the property of agglutinating red blood cells at temperatures of below 37 degrees C, this phenomenon is reversible after heating.",,,,
HP:6000387,Anti-D-L antibody positivity,The presence of Donath-Landsteiner (D-L) autoantibodies (immunoglobulins) in the serum.,Anti-Donath-Landsteiner antibody positivity,,,
HP:6000388,Anti-erythrocyte autoantibody positivity,The presence of an antibody in the blood circulation that is directed against an antigen on the surface of erythrocytes (red-blood cells).,Antierythrocyte autoantibody positivity,,ORPHA:90033|ORPHA:71275,NCBIGene:6006:RHCE|NCBIGene:6007:RHD|NCBIGene:6005:RHAG
HP:6000448,Anti-desmocollin antibody positivity,The presence of autoantibodies (immunoglobulins) in the serum that react against desmocollin.,,,,
HP:6000462,Anti-ADAMTS13 antibody positivity,"The presence of autoantibodies (immunoglobulins) in the blood circulation that react against A Disintegrin and Metalloprotease with ThromboSpondin type 1 repeats, member 13 (ADAMTS13).",,,,
HP:6000475,Anti-beta fodrin antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against a component of beta-fodrin.,,,,
HP:6000491,Anti-prothrombin antibody positivity,The presence of autoantibodies (immunoglobulins) in the serum that react against prothrombin.,Anti-FII antibody positivity,,,
HP:6000492,Anti-factor V antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against factor V.,Anti-FV antibody positivity,,,
HP:6000493,Anti-factor VII antibody positivity,The presence of autoantibodies (immunoglobulins) in the serum that react against factor VII.,Anti-FVII antibody positivity,,,
HP:6000494,Anti-factor VIII antibody positivity,The presence of autoantibodies (immunoglobulins) in the serum that react against factor VIII.,Anti-FVIII antibody positivity,,,
HP:6000495,Anti-factor IX antibody positivity,The presence of autoantibodies (immunoglobulins) in the serum that react against factor IX.,Anti-FIX antibody positivity,,,
HP:6000496,Anti-factor X antibody positivity,The presence of an antibody in the blood circulation that is directed against factor X.,Anti-FX antibody positivity,,,
HP:6000497,Anti-factor XI antibody positivity,The presence of an antibody in the blood circulation that is directed against factor XI.,Anti-FXI antibody positivity,,,
HP:6000498,Anti-factor XIII antibody positivity,The presence of an antibody in the blood circulation that is directed against factor XIII.,Anti-FXIII antibody positivity,,,
HP:6000499,Anti-factor H antibody positivity,The presence of an antibody in the blood circulation that is directed against factor H.,Anti-FH antibody positivity,,,
HP:6000508,Anti-human ferritin peptide antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against the human ferritin peptide.,,,,
HP:6000643,Anti-lamin A antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against lamin A.,LMNA antibody positivity|PCNA antibody positivity|Prelamin A antibody positivity|ki-67 antibody positivity,,,
HP:6000644,Anti-lamin C antibody positivity,The presence of autoantibodies in the blood circulation that react against human lamin C.,Prelamin C antibody positivity,,,
HP:6000645,Anti-vinculin antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against vinculin.,,,,
HP:6000646,Anti-annexin A5 antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against annexin A5.,,,,
HP:6000676,Anti-von Willebrand factor antibody positivity,The presence of autoantibodies in the serum that react to von Willebrand factor (VWF).,,,,
HP:6000678,Myositis-specific autoantibody positivity,"The presence of autoantibodies (immunoglobulins) in the serum that display a high degree of specificity for idiopathic inflammatory myopathy (myositis-specific autoantibodies (MSAs)). MSAs are clinically useful biomarkers to help the diagnosis of polymyositis/dermatomyositis (PM/DM). Many of these are also associated with a unique clinical subset of PM/DM, making them useful in predicting and monitoring certain clinical manifestations.",,,ORPHA:81|ORPHA:732|ORPHA:221,
HP:6000795,Anti-folate receptor antibody positivity,The presence of autoantibodies (immunoglobulins) in the serum that react against the folate receptor in the blood circulation.,,,,
HP:6000876,Anti-Glutamate Receptor delta2 antibody positivity,The presence of autoantibodies in the serum that react against glutamate receptor delta2.,,,,
HP:6000877,Anti-dachshund family transcription factor 1 antibody positivity,The presence of autoantibodies in the serum that react against dachshund-homolog 1 (DACH1) autoantigen.,Anti-neuronal nuclear antibody-type 3 positivity,,,
HP:6000878,Anti-potassium channel tetramerization domain containing 16 antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against potassium channel tetramerization domain containing 16 (KCTD16).,Anti-KCTD16,,,
HP:6000879,Anti-regulator of G protein signaling 8 antibody positivity,The presence of autoantibodies in the serum that react against regulator of G-protein signaling 8 (RGS8).,,,,
HP:6000880,Anti-neurochondrin antibody positivity,The presence of autoantibodies in the serum that react against neurochondrin .,,,,
HP:6000881,Anti-DCC netrin 1 receptor antibody positivity,The presence of autoantibodies in the serum that react against Netrin-1 receptors DCC (deleted in colorectal carcinoma).,,,,
HP:6000882,Anti-recoverin antibody positivity,The presence of autoantibodies in the serum that react against recoverin. Recoverins are calcium-binding proteins primarily expressed in retinal rod photoreceptors and primarily involved in phototransduction.,Anti-retinal CAR antigen antibody,,,
HP:6001015,Anti-HLA-DQ antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against a human leukocyte antigen (HLA-DQ). DQ is one of several antigens involved in antibody-mediated rejection of organ transplants.,,,,
HP:6001058,Anti-neuronal intermediate filament antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against neuronal intermediate filament.,,,,
HP:6001059,Anti-DREBRIN antibody positivity,The presence of autoantibodies in the serum that react against dendritic spine scaffolding protein Drebrin.,,,,
HP:6001060,Anti-lipoprotein lipase autoantibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against anti-lipoprotein lipase.,Anti-LPL autoantibody positivity,,,
HP:6001061,Anti-apolipoprotein CII autoantibody positivity,The presence of autoantibodies in the blood circulation that react against apoCII.,Anti-apoCII autoantibody positivity,,,
HP:6001064,Anti-acetylcholine receptor antibody positivity,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against acetylcholine receptor.,,,OMIM:616313|OMIM:616325|OMIM:616323|OMIM:616227|OMIM:254300|ORPHA:589|OMIM:614198|ORPHA:99867|ORPHA:79480|OMIM:254210|OMIM:603034|OMIM:616224|ORPHA:590|OMIM:616314|OMIM:601462|OMIM:608930|ORPHA:98914|ORPHA:254361|OMIM:616326|OMIM:616324,NCBIGene:1140:CHRNB1|NCBIGene:4593:MUSK|NCBIGene:1144:CHRND|NCBIGene:199857:ALG14|NCBIGene:285489:DOK7|NCBIGene:6329:SCN4A|NCBIGene:1103:CHAT|NCBIGene:8292:COLQ|NCBIGene:9581:PREPL|NCBIGene:1134:CHRNA1|NCBIGene:1305:COL13A1|NCBIGene:6616:SNAP25|NCBIGene:4649:MYO9A|NCBIGene:6843:VAMP1|NCBIGene:375790:AGRN|NCBIGene:60482:SLC5A7|NCBIGene:6572:SLC18A3|NCBIGene:6576:SLC25A1|NCBIGene:127833:SYT2|NCBIGene:5339:PLEC|NCBIGene:5913:RAPSN|NCBIGene:1145:CHRNE
